contig_id,real_len,pred_class,reliability,prob_bacteria,prob_phage,prob_eukarya,prob_archaea,prob_plasmid,prob_virus
NC_033299.1,1803,eukarya,0.9979755282402039,0.030794,0.273696,0.376180,0.043341,0.032173,0.243816
NC_033301.1,1731,virus,0.9993840456008911,0.024637,0.234942,0.033923,0.030787,0.030586,0.645125
NC_033302.1,1602,virus,0.9952110648155212,0.045524,0.142794,0.259183,0.037988,0.030142,0.484370
NC_033306.1,1652,phage,0.991733193397522,0.033182,0.453325,0.186708,0.034761,0.037495,0.254528
NC_033308.1,1692,virus,0.9999505281448364,0.011788,0.027567,0.016870,0.015647,0.012467,0.915660
NC_033310.1,1788,virus,0.9840371608734131,0.014391,0.016401,0.021975,0.013218,0.011582,0.922433
NC_033312.1,1675,eukarya,0.9979367256164551,0.044301,0.074586,0.383147,0.158665,0.032373,0.306927
NC_033313.1,1789,phage,0.9996457099914551,0.149254,0.430735,0.133543,0.043177,0.135557,0.107735
NC_033314.1,1611,phage,0.9997156262397766,0.200997,0.608263,0.027950,0.029635,0.104006,0.029147
NC_033315.1,1589,phage,0.9999250173568726,0.021318,0.932414,0.008319,0.010731,0.015115,0.012104
NC_033316.1,1652,phage,0.9984769225120544,0.094434,0.396110,0.263465,0.050774,0.069298,0.125918
NC_033321.1,1939,eukarya,0.9984011054039001,0.028189,0.028344,0.565787,0.033753,0.033634,0.310293
NC_033322.1,1271,eukarya,0.9992738366127014,0.032168,0.033121,0.458952,0.026454,0.024987,0.424318
NC_033323.1,1521,virus,0.9991612434387207,0.029677,0.031277,0.250179,0.059421,0.021604,0.607841
NC_033324.1,1218,eukarya,0.9998173117637634,0.017246,0.013053,0.933163,0.011386,0.008314,0.016838
NC_033329.1,1549,virus,0.9998188614845276,0.015794,0.069216,0.020532,0.014400,0.018221,0.861837
NC_033330.1,1549,virus,0.9946451187133789,0.032835,0.036811,0.310689,0.033133,0.034706,0.551826
NC_033332.1,1541,eukarya,0.7657018899917603,0.028039,0.059954,0.438999,0.037294,0.076855,0.358859
NC_032646.1,1545,phage,0.999609649181366,0.019548,0.857969,0.026579,0.025444,0.019627,0.050833
NC_032648.1,1628,virus,0.9913365840911865,0.014791,0.098728,0.031021,0.015277,0.017268,0.822915
NC_032499.1,1534,phage,0.9997827410697937,0.053675,0.575630,0.067716,0.039583,0.028436,0.234960
NC_032500.1,1664,archaea,0.9996563196182251,0.034480,0.022768,0.021323,0.880683,0.012483,0.028264
NC_032501.1,1602,virus,0.9969422221183777,0.011666,0.014079,0.020499,0.011128,0.012534,0.930094
NC_032502.1,1564,phage,0.9998973608016968,0.082172,0.828307,0.017179,0.018364,0.033838,0.020140
NC_032503.1,1924,phage,0.9991076588630676,0.023540,0.911852,0.015593,0.013727,0.018038,0.017251
NC_032509.1,1763,virus,0.9985986351966858,0.011849,0.014335,0.016835,0.016425,0.013218,0.927339
NC_032513.1,1595,virus,0.9961534142494202,0.010162,0.017733,0.017062,0.013125,0.013862,0.928055
NC_032517.1,1404,virus,0.9993828535079956,0.099356,0.144561,0.111916,0.051914,0.055673,0.536579
NC_032518.1,1697,bacteria,0.9998546838760376,0.597248,0.164650,0.042247,0.071911,0.057900,0.066044
NC_032519.1,1580,virus,0.9831686019897461,0.039878,0.047223,0.175977,0.028388,0.025752,0.682782
NC_032522.1,1656,virus,0.9949365854263306,0.027331,0.118142,0.040144,0.030607,0.065134,0.718643
NC_032524.1,1444,phage,0.999736487865448,0.038553,0.777292,0.047043,0.038708,0.037613,0.060792
NC_032526.1,1264,eukarya,0.999697208404541,0.023353,0.079069,0.615805,0.028858,0.024416,0.228498
NC_032149.2,1811,virus,0.999976634979248,0.013759,0.012133,0.009874,0.013338,0.013608,0.937288
NC_032150.2,1890,virus,0.9989521503448486,0.012234,0.032435,0.014246,0.013130,0.014838,0.913117
NC_032256.1,1254,virus,0.9907546639442444,0.028842,0.025647,0.199027,0.050065,0.031871,0.664548
NC_032261.1,1896,eukarya,0.9999934434890747,0.075728,0.071539,0.579107,0.044511,0.070680,0.158434
NC_032262.1,1255,bacteria,0.9999810457229614,0.478744,0.192173,0.060242,0.067213,0.113004,0.088626
NC_032266.1,1814,phage,0.9999788999557495,0.072148,0.429315,0.223038,0.041480,0.056714,0.177305
NC_032267.1,1090,phage,0.9996774196624756,0.240384,0.287002,0.108713,0.038891,0.175991,0.149020
NC_032269.1,1464,virus,0.9980370402336121,0.015643,0.017449,0.027245,0.016482,0.013683,0.909498
NC_032274.1,1760,virus,0.9999526739120483,0.035179,0.034465,0.168655,0.052714,0.020989,0.687998
NC_032275.1,1320,phage,0.9999904632568359,0.050089,0.378525,0.185033,0.061503,0.036718,0.288132
NC_032279.1,1236,virus,0.9999017715454102,0.026325,0.040884,0.220357,0.168882,0.033267,0.510285
NC_032281.1,1579,virus,0.998594343662262,0.033777,0.028768,0.162093,0.030773,0.037921,0.706667
NC_032130.1,1560,virus,0.9996582269668579,0.014501,0.061911,0.020467,0.017098,0.015295,0.870727
NC_032131.1,1523,virus,0.9993897676467896,0.016011,0.060683,0.043734,0.018812,0.016734,0.844027
NC_032132.1,1222,virus,0.9982395172119141,0.016397,0.094246,0.017100,0.016171,0.017143,0.838943
NC_032133.1,1493,phage,0.9996776580810547,0.031737,0.871110,0.020681,0.016532,0.020809,0.039131
NC_032134.1,1467,eukarya,0.997885525226593,0.027873,0.083677,0.636450,0.032766,0.089169,0.130066
NC_032137.1,1582,phage,0.9999182224273682,0.030165,0.542348,0.083948,0.101558,0.041836,0.200144
NC_032138.1,1615,virus,0.9990345239639282,0.012994,0.046692,0.032969,0.017250,0.020061,0.870034
NC_032139.1,1743,phage,0.999974250793457,0.053744,0.621965,0.050239,0.035060,0.031121,0.207872
NC_032141.1,1041,virus,0.9975348711013794,0.011301,0.013570,0.015242,0.011884,0.011861,0.936142
NC_032146.1,1477,eukarya,0.9993671774864197,0.034011,0.030432,0.645182,0.029168,0.023373,0.237834
NC_032147.1,1381,eukarya,0.9975524544715881,0.042222,0.039165,0.474700,0.036319,0.024696,0.382898
NC_032148.1,1278,phage,0.9999161958694458,0.048815,0.688385,0.069692,0.041491,0.053185,0.098432
NC_032152.1,1580,virus,0.9994420409202576,0.025603,0.071642,0.370269,0.120455,0.037033,0.374998
NC_032155.1,1405,phage,0.9999771118164062,0.165358,0.486585,0.124026,0.067221,0.088760,0.068049
NC_032156.1,1742,bacteria,0.9997872710227966,0.320250,0.289182,0.047569,0.095372,0.036313,0.211313
NC_032157.1,1694,eukarya,0.9995818734169006,0.041814,0.185394,0.411188,0.029533,0.033754,0.298318
NC_032160.1,1591,virus,0.9939091205596924,0.037999,0.024924,0.367435,0.031735,0.032743,0.505163
NC_032166.1,1666,phage,0.9999822378158569,0.047050,0.775093,0.025459,0.032717,0.049404,0.070277
NC_032170.1,1572,virus,0.9997219443321228,0.034711,0.123158,0.025322,0.036166,0.034012,0.746632
NC_031314.1,1698,archaea,0.9980206489562988,0.049965,0.032770,0.106684,0.698921,0.021704,0.089956
NC_031315.1,1889,virus,0.9912880063056946,0.059647,0.032271,0.104562,0.028867,0.020021,0.754631
NC_031319.1,1454,eukarya,0.9943687319755554,0.026563,0.024199,0.726802,0.157967,0.018769,0.045701
NC_031322.1,1030,virus,0.999769389629364,0.029144,0.163639,0.051005,0.034146,0.030995,0.691071
NC_031286.1,1840,virus,0.9994003772735596,0.035114,0.048607,0.121716,0.045599,0.032151,0.716813
NC_031289.1,1790,virus,0.9995419979095459,0.129863,0.086348,0.330268,0.055872,0.038356,0.359294
NC_031296.1,1808,virus,0.9998730421066284,0.020254,0.038472,0.071618,0.065943,0.024228,0.779485
NC_031297.1,1116,eukarya,0.9983439445495605,0.047235,0.093152,0.587834,0.098754,0.029474,0.143551
NC_031219.1,1940,virus,0.9998766183853149,0.013812,0.039222,0.022194,0.022781,0.015587,0.886404
NC_031223.1,1233,archaea,0.9999309778213501,0.098237,0.281116,0.036389,0.453827,0.071514,0.058917
NC_031137.1,1969,phage,0.9998213648796082,0.130413,0.424989,0.093473,0.134966,0.067303,0.148855
NC_031140.1,1709,archaea,0.9981174468994141,0.108980,0.060616,0.123134,0.623972,0.036656,0.046643
NC_030889.1,1959,virus,0.999404788017273,0.036786,0.042586,0.078231,0.026032,0.018241,0.798124
NC_030890.1,1763,virus,0.9990309476852417,0.026740,0.035784,0.146423,0.027621,0.031419,0.732015
NC_030891.1,1953,eukarya,0.9991713762283325,0.028972,0.227862,0.642674,0.032537,0.029647,0.038309
NC_030875.1,1955,eukarya,0.9982479810714722,0.027139,0.044830,0.463529,0.031955,0.028225,0.404321
NC_030876.1,1918,eukarya,0.9999109506607056,0.026803,0.021923,0.818430,0.024709,0.017907,0.090228
NC_030751.1,1700,phage,0.9995425939559937,0.019720,0.757208,0.026740,0.024835,0.024751,0.146745
NC_030658.1,1833,virus,0.9999828338623047,0.036436,0.093912,0.038020,0.073934,0.036168,0.721529
NC_030659.1,1194,eukarya,0.9880097508430481,0.017350,0.016003,0.887449,0.033504,0.014494,0.031200
NC_030661.1,1335,eukarya,0.9999333620071411,0.030211,0.093661,0.562566,0.052564,0.024456,0.236543
NC_030663.1,1491,phage,0.9999592304229736,0.284827,0.402336,0.056271,0.110685,0.079307,0.066575
NC_030479.1,1524,eukarya,0.9946413040161133,0.011216,0.014325,0.936163,0.012431,0.011918,0.013946
NC_030480.1,1682,virus,0.9932302236557007,0.019935,0.049145,0.128346,0.024197,0.042657,0.735721
NC_030407.1,1400,phage,0.9784113168716431,0.079870,0.416670,0.052603,0.058498,0.186276,0.206081
NC_030408.1,1317,virus,0.9988065958023071,0.107458,0.135208,0.069923,0.039927,0.257831,0.389653
NC_030409.1,1118,virus,0.9996939897537231,0.022742,0.026254,0.128435,0.022397,0.021746,0.778427
NC_030243.1,1584,virus,0.999351441860199,0.055508,0.323559,0.056794,0.027013,0.035733,0.501392
NC_030245.1,1536,virus,0.999950647354126,0.023838,0.019094,0.071721,0.018713,0.017286,0.849348
NC_030152.1,1512,virus,0.9997023940086365,0.027856,0.073964,0.242051,0.028105,0.027845,0.600179
NC_030153.1,1304,eukarya,0.9693536162376404,0.025879,0.071140,0.588676,0.028367,0.022118,0.263821
NC_030154.1,1223,eukarya,0.9997981190681458,0.023461,0.018698,0.848589,0.020777,0.020174,0.068302
NC_030155.1,1170,eukarya,0.999735414981842,0.031843,0.074874,0.463573,0.027792,0.024379,0.377540
NC_030156.1,1093,eukarya,0.9995130300521851,0.019101,0.028815,0.866321,0.017271,0.013105,0.055387
NC_030157.1,1000,virus,0.9998683929443359,0.154268,0.217656,0.205708,0.040590,0.154387,0.227392
NC_029915.1,1322,bacteria,0.9935467839241028,0.324187,0.102935,0.093202,0.053765,0.302528,0.123382
NC_029916.1,1209,eukarya,0.9995668530464172,0.064915,0.167179,0.447877,0.041528,0.171909,0.106591
NC_029919.1,1277,virus,0.994178295135498,0.069309,0.051372,0.153624,0.036512,0.050455,0.638727
NC_029920.1,1068,virus,0.9694564938545227,0.020340,0.219661,0.032987,0.021249,0.022516,0.683247
NC_029921.1,1471,eukarya,0.9233924746513367,0.014244,0.013278,0.922444,0.015394,0.012029,0.022611
NC_029922.1,1250,virus,0.9989872574806213,0.034011,0.032592,0.189483,0.045766,0.023364,0.674784
NC_029923.1,1099,virus,0.9996091723442078,0.161568,0.057413,0.108067,0.140341,0.027741,0.504871
NC_029926.1,1641,virus,0.9804869294166565,0.012108,0.017281,0.018399,0.015750,0.014896,0.921566
NC_029927.1,1371,virus,0.9866920113563538,0.071097,0.216959,0.059929,0.032337,0.055374,0.564304
NC_029928.1,1044,eukarya,0.8731901049613953,0.022336,0.021893,0.862331,0.020980,0.015729,0.056731
NC_029932.1,1719,eukarya,0.9999557733535767,0.106186,0.069308,0.503317,0.086707,0.054294,0.180188
NC_029936.1,1761,virus,0.9999488592147827,0.022218,0.082801,0.061501,0.028999,0.018295,0.786186
NC_029802.1,1730,phage,0.9998568296432495,0.012776,0.923014,0.013345,0.014434,0.018774,0.017657
NC_029550.1,1441,phage,0.9999955892562866,0.022228,0.490961,0.051882,0.055460,0.031103,0.348366
NC_029551.1,1682,archaea,0.9999901056289673,0.036679,0.370336,0.056687,0.431783,0.042347,0.062168
NC_029552.1,1715,virus,0.9991820454597473,0.013993,0.034840,0.018524,0.017702,0.016745,0.898196
NC_029553.1,1752,virus,0.9999905824661255,0.045088,0.358414,0.079467,0.101989,0.042537,0.372505
NC_029554.1,1434,phage,0.9996622800827026,0.112843,0.521868,0.079885,0.159277,0.072316,0.053811
NC_029555.1,1339,eukarya,0.9998980760574341,0.012605,0.013182,0.929120,0.013118,0.010827,0.021147
NC_029557.1,1563,eukarya,0.9996911287307739,0.026501,0.056538,0.486979,0.135275,0.027974,0.266733
NC_029559.1,1365,archaea,0.9999750852584839,0.025027,0.265730,0.039672,0.547027,0.027041,0.095503
NC_029560.1,1675,archaea,0.9999961853027344,0.020381,0.217561,0.043503,0.633009,0.026942,0.058604
NC_029561.1,1718,virus,0.9999865293502808,0.024062,0.296338,0.057677,0.038261,0.032122,0.551541
NC_029563.1,1490,virus,0.9998942613601685,0.023326,0.085997,0.280658,0.032784,0.026000,0.551233
NC_029564.1,1472,virus,0.9999434947967529,0.023669,0.252943,0.039361,0.064625,0.031517,0.587885
NC_029566.1,1752,phage,0.9998500347137451,0.030378,0.667728,0.028496,0.157783,0.038586,0.077030
NC_029568.1,1212,virus,0.9908515810966492,0.030411,0.022623,0.176246,0.057949,0.032488,0.680282
NC_029569.1,1801,virus,0.9999855756759644,0.038009,0.292495,0.030275,0.092399,0.043201,0.503621
NC_029571.1,1095,virus,0.9999736547470093,0.020997,0.136419,0.122712,0.020815,0.024242,0.674815
NC_029572.1,1089,virus,0.9990348815917969,0.018853,0.038762,0.029440,0.014727,0.015849,0.882368
NC_029573.1,1273,virus,0.999987006187439,0.036599,0.146938,0.160718,0.240364,0.049298,0.366083
NC_029574.1,1442,phage,0.9998557567596436,0.030502,0.695426,0.048283,0.127865,0.044074,0.053849
NC_029122.1,1699,archaea,0.9996135830879211,0.025312,0.392226,0.038137,0.417244,0.044353,0.082728
NC_029129.1,1755,virus,0.9995506405830383,0.062282,0.353861,0.096879,0.053821,0.041668,0.391489
NC_028494.1,1576,eukarya,0.9978014826774597,0.056295,0.086506,0.651557,0.032113,0.113638,0.059891
NC_028499.1,1762,eukarya,0.9917297959327698,0.017223,0.050510,0.872962,0.016683,0.018514,0.024108
NC_028391.1,1940,eukarya,0.923372745513916,0.057686,0.114080,0.548660,0.037325,0.042576,0.199674
NC_028401.1,1845,virus,0.9977420568466187,0.046254,0.214965,0.076281,0.052872,0.036700,0.572928
NC_027822.1,1767,phage,0.9990825653076172,0.084070,0.605008,0.044005,0.032587,0.148932,0.085398
NC_027823.1,1574,eukarya,0.9926223754882812,0.018994,0.113723,0.652487,0.027625,0.052054,0.135117
NC_027802.1,1199,plasmid,0.9994571805000305,0.079545,0.261756,0.080588,0.037476,0.473510,0.067125
NC_027804.1,1775,eukarya,0.9994624257087708,0.027047,0.049193,0.713336,0.028327,0.023973,0.158124
NC_027805.1,1165,virus,0.999496340751648,0.057912,0.173868,0.151739,0.035413,0.037544,0.543524
NC_027806.1,1151,phage,0.9999849796295166,0.066285,0.708375,0.020068,0.023575,0.158369,0.023328
NC_027810.1,1110,phage,0.9980857372283936,0.022409,0.488657,0.065054,0.029646,0.021920,0.372315
NC_027813.1,1979,phage,0.9994251728057861,0.103661,0.707496,0.046262,0.033675,0.040852,0.068054
NC_027814.1,1636,bacteria,0.9999791383743286,0.850221,0.042188,0.018887,0.027255,0.041722,0.019726
NC_027815.1,1100,eukarya,0.9999723434448242,0.019130,0.127118,0.769073,0.020062,0.018991,0.045627
NC_027716.2,1681,virus,0.7750324010848999,0.040408,0.054061,0.195186,0.042903,0.030323,0.637118
NC_027536.1,1931,eukarya,0.16236594319343567,0.026680,0.022221,0.776680,0.026303,0.023573,0.124543
NC_027537.1,1767,virus,0.9878247976303101,0.017783,0.031222,0.050117,0.017795,0.015245,0.867839
NC_027538.1,1700,virus,0.9934830069541931,0.063507,0.061673,0.252949,0.051136,0.133422,0.437313
NC_027540.1,1920,eukarya,0.9088736772537231,0.019579,0.022102,0.859946,0.018844,0.017535,0.061994
NC_027541.1,1805,eukarya,0.9831181764602661,0.053105,0.113650,0.455275,0.066286,0.227099,0.084585
NC_027542.1,1761,virus,0.9852295517921448,0.030375,0.038012,0.422484,0.033645,0.023727,0.451757
NC_027543.1,1686,eukarya,0.9990096092224121,0.135647,0.201388,0.320334,0.076640,0.141965,0.124027
NC_027544.1,1207,phage,0.9982951283454895,0.035741,0.686809,0.163602,0.046674,0.033619,0.033556
NC_027545.1,1169,bacteria,0.9985338449478149,0.693109,0.079888,0.019730,0.020689,0.167194,0.019389
NC_027548.1,1672,bacteria,0.9994266033172607,0.471195,0.133306,0.121174,0.053563,0.105998,0.114765
NC_027549.1,1230,eukarya,0.9973276853561401,0.244053,0.090260,0.491960,0.047878,0.071918,0.053931
NC_027550.1,1177,virus,0.7628265023231506,0.010156,0.015311,0.013156,0.009660,0.010419,0.941297
NC_027551.1,1005,phage,0.9977865219116211,0.052398,0.532618,0.152912,0.040084,0.086966,0.135023
NC_027555.1,1944,virus,0.9930536150932312,0.044371,0.036942,0.419165,0.036028,0.040137,0.423357
NC_027556.1,1806,virus,0.999424934387207,0.058811,0.097112,0.254835,0.053808,0.051384,0.484050
NC_027557.1,1673,eukarya,0.9970577955245972,0.191981,0.070722,0.270666,0.044963,0.174156,0.247512
NC_027558.1,1644,phage,0.9997443556785583,0.317441,0.401254,0.078001,0.062392,0.076655,0.064257
NC_027559.1,1180,virus,0.999037504196167,0.011036,0.013309,0.019038,0.010665,0.010520,0.935432
NC_027560.1,1167,phage,0.9746999740600586,0.124148,0.320057,0.314394,0.053291,0.124547,0.063564
NC_027561.1,1093,phage,0.9993639588356018,0.043111,0.708803,0.040185,0.069552,0.097629,0.040720
NC_027570.1,1825,virus,0.9999253749847412,0.029515,0.083463,0.044777,0.024432,0.022150,0.795664
NC_027573.1,1533,eukarya,0.9999232292175293,0.034617,0.046273,0.450789,0.034280,0.032001,0.402039
NC_027576.1,1345,virus,0.9996629953384399,0.011437,0.015012,0.018173,0.012333,0.009407,0.933639
NC_027142.1,1871,virus,0.8501866459846497,0.082042,0.068835,0.155455,0.056497,0.042135,0.595037
NC_026820.2,1485,virus,0.9985318183898926,0.030880,0.351953,0.105657,0.041557,0.022473,0.447480
NC_026821.2,1018,virus,0.9998910427093506,0.028599,0.045449,0.162575,0.027151,0.034772,0.701455
NC_026829.2,1278,archaea,0.9999581575393677,0.054625,0.067401,0.332281,0.417606,0.027926,0.100160
NC_026433.1,1701,virus,0.994768500328064,0.031941,0.059029,0.065853,0.128201,0.029856,0.685120
NC_026434.1,1410,archaea,0.9997777342796326,0.053799,0.147896,0.156814,0.425251,0.049437,0.166804
NC_026436.1,1497,virus,0.9960525035858154,0.015092,0.018841,0.043415,0.016391,0.019968,0.886294
NC_026425.1,1708,virus,0.9979428648948669,0.033846,0.137290,0.050707,0.064303,0.035074,0.678780
NC_026426.1,1506,virus,0.9829628467559814,0.019034,0.020533,0.057270,0.015622,0.019578,0.867964
NC_026429.1,1398,virus,0.8732897043228149,0.058608,0.111238,0.101979,0.281836,0.059719,0.386620
NC_025838.1,1431,virus,0.9984121322631836,0.057231,0.272240,0.091274,0.041131,0.087532,0.450593
NC_025839.1,1339,eukarya,0.9873934984207153,0.013154,0.027954,0.872065,0.017276,0.018336,0.051215
NC_025840.1,1160,phage,0.999636173248291,0.033881,0.545483,0.042963,0.031355,0.041411,0.304906
NC_025841.1,1155,virus,0.9989994168281555,0.015560,0.039981,0.021827,0.011672,0.011939,0.899021
NC_025842.1,1143,plasmid,0.9999699592590332,0.174103,0.238259,0.066685,0.039087,0.408951,0.072916
NC_025852.1,1879,virus,0.9999167919158936,0.010348,0.015793,0.015312,0.013199,0.010230,0.935117
NC_025853.1,1695,eukarya,0.9997363686561584,0.077990,0.098054,0.618796,0.031107,0.045904,0.128148
NC_025833.1,1760,virus,0.9999308586120605,0.092903,0.213673,0.118414,0.083422,0.041710,0.449878
NC_025805.1,1983,eukarya,0.9998414516448975,0.045028,0.131836,0.704085,0.031666,0.037104,0.050281
NC_025806.1,1596,virus,0.9991408586502075,0.072056,0.307843,0.163432,0.041691,0.048614,0.366364
NC_025807.1,1179,eukarya,0.9994291663169861,0.061890,0.085227,0.488760,0.052355,0.037696,0.274072
NC_025809.1,1323,eukarya,0.9978245496749878,0.016056,0.024516,0.857712,0.017899,0.015174,0.068643
NC_025810.1,1184,eukarya,0.9995157718658447,0.056540,0.149948,0.405734,0.047629,0.040922,0.299227
NC_025793.1,1691,virus,0.9984166622161865,0.016435,0.017849,0.027717,0.024312,0.019573,0.894113
NC_025798.1,1596,eukarya,0.9985540509223938,0.038435,0.032994,0.549992,0.036933,0.023727,0.317919
NC_025489.1,1151,phage,0.999863862991333,0.073559,0.589643,0.035074,0.032454,0.059471,0.209799
NC_025490.1,1140,virus,0.9999359846115112,0.020135,0.098547,0.148893,0.029343,0.022712,0.680369
NC_025491.1,1170,virus,0.9996708631515503,0.020458,0.023257,0.020656,0.019132,0.014023,0.902474
NC_025492.1,1778,virus,0.9999324083328247,0.011768,0.023769,0.013292,0.009986,0.012314,0.928872
NC_024910.1,1838,phage,0.9999864101409912,0.036005,0.723646,0.037391,0.029937,0.086198,0.086823
NC_024911.1,1609,phage,0.9999786615371704,0.070761,0.725684,0.017876,0.031201,0.059166,0.095314
NC_024912.1,1600,virus,0.9998041987419128,0.026169,0.104799,0.039221,0.027213,0.044673,0.757925
NC_024920.1,1874,bacteria,0.9998179078102112,0.281073,0.234989,0.069269,0.061316,0.177845,0.175508
NC_024707.1,1261,eukarya,0.9980934262275696,0.017189,0.029885,0.876011,0.017175,0.013270,0.046469
NC_024476.1,1934,virus,0.9998654127120972,0.038374,0.030697,0.193780,0.045730,0.025142,0.666277
NC_024493.1,1421,virus,0.999546229839325,0.023261,0.150887,0.085499,0.029407,0.034927,0.676020
NC_024496.1,1772,eukarya,0.9913082718849182,0.044528,0.040592,0.484668,0.243631,0.030179,0.156402
NC_024499.1,1103,eukarya,0.9998648166656494,0.047305,0.080201,0.767627,0.040215,0.027956,0.036697
NC_024508.1,1681,bacteria,0.9998764991760254,0.921348,0.014293,0.011299,0.013458,0.027543,0.012060
NC_024509.1,1357,bacteria,0.9974417686462402,0.440122,0.088631,0.118482,0.045590,0.234895,0.072280
NC_024510.1,1171,virus,0.9919869899749756,0.034872,0.141523,0.032739,0.023964,0.024096,0.742805
NC_023817.1,1281,phage,0.9994611144065857,0.319460,0.483733,0.041416,0.037708,0.075121,0.042562
NC_023818.1,1211,phage,0.9995043277740479,0.028369,0.574282,0.081755,0.034892,0.037072,0.243629
NC_023821.1,1314,virus,0.9724304676055908,0.010180,0.012853,0.016963,0.013412,0.012051,0.934542
NC_023822.1,1554,phage,0.9996204376220703,0.023272,0.750418,0.026529,0.025747,0.075112,0.098921
NC_023685.1,1810,eukarya,0.9997783303260803,0.033445,0.040803,0.542221,0.030058,0.025627,0.327846
NC_023634.1,1798,eukarya,0.9937511086463928,0.111522,0.054023,0.610387,0.064465,0.022640,0.136963
NC_023489.1,1746,virus,0.9999721050262451,0.018253,0.031524,0.071132,0.020629,0.018387,0.840074
NC_023490.1,1504,eukarya,0.9998792409896851,0.060405,0.053395,0.738743,0.029406,0.056582,0.061468
NC_023493.1,1841,virus,0.9999550580978394,0.116398,0.100224,0.074920,0.041035,0.058419,0.609004
NC_023494.1,1584,phage,0.9998562335968018,0.175400,0.274067,0.069021,0.061738,0.258832,0.160943
NC_023495.1,1185,phage,0.9998577833175659,0.083047,0.423432,0.215767,0.049109,0.057033,0.171612
NC_022632.1,1871,bacteria,0.9985563158988953,0.501724,0.145485,0.132178,0.072402,0.099030,0.049181
NC_022635.1,1814,eukarya,0.9966797828674316,0.016987,0.036629,0.820680,0.020864,0.020821,0.084020
NC_022636.1,1162,virus,0.9968389272689819,0.011198,0.012243,0.025330,0.011752,0.011218,0.928258
NC_022637.1,1028,eukarya,0.9999585151672363,0.330834,0.067245,0.392566,0.072274,0.061129,0.075952
NC_022640.1,1977,virus,0.9981458187103271,0.065848,0.051316,0.029809,0.023399,0.030100,0.799529
NC_022641.1,1653,bacteria,0.9999376535415649,0.835084,0.061754,0.016021,0.021645,0.045539,0.019956
NC_022615.1,1837,eukarya,0.9997888207435608,0.024767,0.028171,0.793665,0.021580,0.016233,0.115584
NC_022616.1,1936,virus,0.9996115565299988,0.015371,0.039345,0.018444,0.012684,0.011982,0.902174
NC_022617.1,1710,virus,0.9998855590820312,0.021918,0.030012,0.077068,0.018659,0.018279,0.834064
NC_022621.1,1997,virus,0.9980249404907227,0.028403,0.021465,0.076245,0.023289,0.015766,0.834832
NC_022622.1,1069,eukarya,0.9999420642852783,0.016726,0.027401,0.906697,0.017067,0.011924,0.020186
NC_022623.1,1179,bacteria,0.999599277973175,0.697769,0.095440,0.042678,0.030651,0.073053,0.060409
NC_022624.1,1690,virus,0.9998268485069275,0.050362,0.059652,0.084101,0.047199,0.079569,0.679117
NC_022628.1,1682,bacteria,0.9999114274978638,0.876139,0.025651,0.011114,0.015754,0.058596,0.012748
NC_022629.1,1925,virus,0.9912979602813721,0.042416,0.060670,0.338939,0.033866,0.034455,0.489654
NC_022556.1,1747,bacteria,0.9998973608016968,0.585462,0.152413,0.066160,0.044025,0.090837,0.061103
NC_022557.1,1125,bacteria,0.9998717308044434,0.511167,0.109159,0.100871,0.042616,0.162107,0.074079
NC_022558.1,1034,eukarya,0.9999940395355225,0.045557,0.207515,0.623502,0.034820,0.043747,0.044859
NC_022560.1,1978,bacteria,0.9967459440231323,0.276886,0.210555,0.123657,0.039532,0.089990,0.259380
NC_022561.1,1627,phage,0.9998528957366943,0.318650,0.457732,0.085712,0.035816,0.071330,0.030760
NC_022562.1,1158,phage,0.9999392032623291,0.022046,0.607292,0.179330,0.031450,0.028585,0.131297
NC_022037.1,1672,eukarya,0.9978746175765991,0.018470,0.131121,0.752623,0.024140,0.017380,0.056265
NC_021873.1,1712,eukarya,0.9996306896209717,0.040051,0.048608,0.486905,0.028721,0.030328,0.365386
NC_021874.1,1352,phage,0.9996694326400757,0.105821,0.738096,0.043512,0.024305,0.058441,0.029826
NC_021628.1,1068,phage,0.9999184608459473,0.027508,0.840584,0.015889,0.020249,0.025840,0.069930
NC_021632.1,1791,virus,0.9958235025405884,0.017163,0.020487,0.025198,0.016292,0.013926,0.906934
NC_021633.1,1309,phage,0.9999039173126221,0.116587,0.544337,0.081799,0.038281,0.059511,0.159485
NC_021635.1,1314,virus,0.9999381303787231,0.040045,0.309490,0.038765,0.033933,0.035503,0.542265
NC_021583.1,1295,phage,0.9994365572929382,0.030541,0.620464,0.030470,0.136365,0.030758,0.151401
NC_021584.1,1012,phage,0.9999575614929199,0.375221,0.405440,0.041413,0.082795,0.049240,0.045891
NC_021585.1,1052,eukarya,0.9999278783798218,0.029309,0.027706,0.568470,0.182886,0.032225,0.159404
NC_021588.1,1267,virus,0.9995589852333069,0.032221,0.084833,0.057457,0.146259,0.025824,0.653406
NC_021544.1,1269,virus,0.9998433589935303,0.038972,0.232246,0.025851,0.026610,0.029867,0.646454
NC_021546.1,1276,virus,0.9934545755386353,0.039174,0.055157,0.022710,0.034044,0.029130,0.819784
NC_021547.1,1179,virus,0.9998233914375305,0.026548,0.070108,0.191440,0.022186,0.034803,0.654915
NC_021548.1,1007,phage,0.9996832609176636,0.233859,0.344006,0.074236,0.050243,0.091762,0.205895
NC_021480.1,1060,virus,0.9946079254150391,0.018063,0.330664,0.033417,0.021135,0.020016,0.576705
